firstpost_date,content
14-03-2015,$TWTR Twitter Starts Breaking Meerkat Features By Limiting Social Graph Access http://t.co/JRCAOj4Bwo
06-03-2015,"Twitter launches Partner Audience, its new ad-targeting feature based on… http://t.co/D5BPsvgNLX #Twitter • $TWTR http://t.co/DgtZXh8SRL"
15-03-2015,#Twitter opens a Hong Kong office to Access the Chinese Market http://t.co/0Kk7wXgKWr  $TWTR #technology #China #HK http://t.co/0RxlCRp89E
12-03-2015,#Twitter opens a Hong Kong office to Access the Chinese Market http://t.co/0Kk7wXylNZ  $TWTR #technology #China #HK http://t.co/QOqEkjhIXE
10-03-2015,Twitter acquires live-video streaming #startup Periscope http://t.co/pBJ00b8Kc0  $TWTR http://t.co/voDogZTv11
16-03-2015,"Check out watchlists from dozens of top traders at http://t.co/TBKSJSWiXD enjoy it $FB $TWTR $LNKD peeps, get ready for the $SPY $QQQ $DIA"
17-03-2015,Twitter: Wisconsin family tweets support to retiring Chris Borland - Big… http://t.co/uQcAhR2fBM #Twitter • $TWTR http://t.co/MMJINvUMx6
03-03-2015,"As of now, all my stocks have increased in value.  $AMC is the best surprise. $TWTR, not so much. http://t.co/az8gr1DG3c"
13-03-2015,MT @dougsimmons: Biz Stone just called $TWTR the world's #Bloomberg terminal ..... not sure what that means.
11-03-2015,Good article with longer-term view on $TWTR - http://t.co/1Ga0SglA50  I am also a longer-term bull on Tweet Tweet
05-03-2015,Twitter In Talks With Live Streaming App Periscope - TechCrunch http://t.co/smNHFDW8av #Twitter • $TWTR http://t.co/jokePudhxQ
18-03-2015,if $TWTR fails 46...43 is a stronger support level.  Stalkin' until it starts walkin' ;))
06-03-2015,Is it because I use Twitter exclusively in lists that I never see promoted tweets? $TWTR
10-03-2015,"#Twitter opens Hong Kong office, gains China foothold , $TWTR ...  http://t.co/BFiFJifVHh http://t.co/U5zsiohQSO"
19-03-2015,"Here's the bio of a $TWTR user: ""Hey, I'm just a Cali girl. And I trade stawks!"" Ummmm, yea, no."
01-03-2015,Have you read http://t.co/H7Errwc2V7 or http:/tim.ly/HALM43 yet today? If not do so &amp; get inspired to $STUDY baby! Yeahhhh $FB $TWTR
05-03-2015,"$TWTR doji-ing, all green  move over $FB, the new one can roll on you"
10-03-2015,RT @2morrowknight Facebook and Twitter Embrace Web #Video -- With Very Different Visions http://t.co/5bDiHijP7z  $FB $TWTR /@WebLoriKeam
05-03-2015,In which the @NRL and $TWTR attempt to dictate to the fans what hashtags they are expected to use: https://t.co/hh0tP8Q08L #NRLBriSou
08-03-2015,@dickc @jack @delbius   Paid a bribe of $1500 to confirm you suspended @PaulReverePress for mass spam block. #tcot #ocra $twtr @wsj   Fix it
11-03-2015,Eagles Players React To Nick Foles Trade On Twitter - CBS Local http://t.co/sECU77iD4S #Twitter • $TWTR http://t.co/i8O0KrH7uA
04-03-2015,10 Apple Experts You Need To Follow On Twitter:  Interested in learning more about Apple? Find out how ... http://t.co/GscUqJwkTe $twtr
07-03-2015,Harrison Ford plane crash draws celeb support on Twitter - New York Daily… http://t.co/b3CYKhnO40 #Twitter • $TWTR http://t.co/6y6UwBLeQB
09-03-2015,Select long ideas. $AYI $FB $FL $GRPN $LCI $LNKD $TWTR
03-03-2015,Very happy with the performance thus far of our $FB &amp; $TWTR ad campaigns. Comes out to about $1 per page like/follow.
11-03-2015,Review TONS of trades http://t.co/IRTgz3da4m &amp; http://t.co/erqHDBIn5q &amp; http://t.co/apIRZX07bZ what did you learn $TWTR $FB peeps?
17-03-2015,Éirinn go Brách! @toddgordontrade @racernic @ReconKevin covering $BABA $NFLX $TWTR $PCLN on this St. Patty's Day http://t.co/E6OXCBwp6c
16-03-2015,GSV Capital: Will The Discount To NAV Ever Disappear? http://t.co/i7wcgcPNT3 $TWTR $TRUE $TWOU $SVVC $GSVC
20-03-2015,@ACInvestorBlog #TradeIdeas Ai has been suggesting $TWTR going above $55 soon
10-03-2015,Twitter acquires live streaming app Periscope $TWTR #startups  http://t.co/6e7P8TaIoy
14-03-2015,@pandemona @periscopeco @twitter Congrats on your return to the mothership! Time for me to buy more $TWTR.
19-03-2015,$GOOG $AAPL $TWTR Thursday Morning Market Video – $WYNN $TSLA $CAT $TWTR $SPY $QQQ $BIDU http://t.co/6C0O6A3vTj
17-03-2015,$TWTR seems to be trading at the top of its channel in a bull flag formation. Short term I don't like it but long term it's gonna fly
02-03-2015,"#Android dominates #iOS with 81.5% of global smartphone OS market $AAPL, $GOOG, $FB, $TWTR http://t.co/TyBT91k67p http://t.co/Bpu4HShd7n"
20-03-2015,Twitter Is Reportedly Testing New Timeline App Ads:  Twitter Inc (NYSE: TWTR) mobile users might have n... http://t.co/7K6ngcqyWU $twtr
21-03-2015,the $twtr 49 short calls expiring today at full profit. Will look to resell Monday if it's an up day
03-03-2015,"Oops. It’s “up to” $650K for $TWTR Noto, not guaranteed $650K. Receipts required per pg. 101 of the 10K. http://t.co/BRxJtWhQ5J"
18-03-2015,Twitter Analyzer Dataminr raises $130M in new funding http://t.co/C9SwvLeYHw $TWTR #startup
04-03-2015,@The_Real_Fly $TWTR no brainer 3-5 year timeframe
04-03-2015,Hailey Baldwin Deserts Justin Bieber On Private Island — Disses Him On… http://t.co/Z6jRVQzN5W #Twitter • $TWTR http://t.co/GYUHJTj6RL
03-03-2015,Twitter upgraded by Vetr Inc. to hold. $52.23 PT. http://t.co/NOwlue54CC $TWTR #TWTR
09-03-2015,"Twitter +2.5%; JPMorgan upbeat about new services, deals http://t.co/hxfjTHwg2e $TWTR"
06-03-2015,$TWTR (5m) inv. h&amp;s pattern forming http://t.co/9lN97br9Fj
06-03-2015,$TWTR Unveils Partner Audience For Ad-Targeted Advertising http://t.co/SW79ANy5rg
09-03-2015,Twitter link leads to Burgess' removal from case - Denton Record Chronicle http://t.co/fiYc737mxk #Twitter • $TWTR http://t.co/7QRN4mpBGg
19-03-2015,Mega Tech (30) Free Cash Flow per Share - 1 $IBM 2 $GOOGL 4 $AAPL 29 $TWTR 30 $LNKD  All 30 -&gt; http://t.co/bxMPWgbH4y http://t.co/Ohwg7nC9KM
14-03-2015,Twitter:  Trends In The U.S. Online Advertising Market And Its Impact http://t.co/KPNUiBWHgS by Trefis Team $TWTR $FB $LNKD
19-03-2015,Ashley Judd says she's pressing charges against Twitter trolls - CNET http://t.co/R27YXE8aa0 #Twitter • $TWTR http://t.co/DKd1u6d4Ct
08-03-2015,The restaurant sector still tops my list of picks.  One cannot live on $FB alone ya know and I won't buy $TWTR (yet)
13-03-2015,"Data Says Twitter Still 'Years Behind' Facebook, Axiom Notes:  Axiom commented on Twitter Inc (NYSE: TW... http://t.co/snnSMfL0AA $twtr"
12-03-2015,2 month newbie daytrader report: lost all my $TWTR gains in $AAPL in the past few days.
17-03-2015,Actives on open @ CBOE: $AAPL $NGL $TSLA $FB $SAN $AA $TWTR $NFLX $WIN $AAL
14-03-2015,"Twitter Quietly Launches 'TV Timelines':  On Friday, Mashable reported that Twitter Inc (NYSE: TWTR) is... http://t.co/ApJCzzUniU $twtr"
03-03-2015,RT @OpenOutcrier: $TWTR RUmor $GOOG to acquire 30% stake for $65/sh UNCONFIRMED CHATTER
13-03-2015,"Active calls @ CBOE; $AAPL 3/13/15 124, 125, 126 &amp; 3/20/15 125 $TWTR 3/13/15 47"
04-03-2015,"Is Twitter Music in trouble? Project's leader, Bob Moczydlowsky, calls it… http://t.co/0qfNeOiylX #Twitter • $TWTR http://t.co/MbDH6SSqoK"
21-03-2015,Earnings Trades that look to survive: $NFLX $GOOGL $CNC $TWTR $COO
04-03-2015,$TWTR I have on a $45/$43 Put Ratio for a while now… would be nice if it actually worked. (16DTE).
13-03-2015,$twtr is good for 3rd party platforms. I rarely actually read tweets on the actual Twitter app lol $fb &amp; ig are superior.
06-03-2015,Here's Why We Have Changed Facebook's Price Target To $88 http://t.co/Q0ZQvElFR6 by Trefis Team $FB $TWTR $LNKD
12-03-2015,Twitter $TWTR Gains on 'Big Pick-Up' in Ad Dollars http://t.co/yHm9SLJept ~ via @AlertTrade
17-03-2015,"Facebook (price target $96), Twitter (PT $61) initiated at buy, LinkedIn (PT $208) initiated at sell at Brean. $FB $TWTR $LNKD #SocialMedia"
06-03-2015,whenever I think about buying $feye that damn thing starts tanking everytime same with $twtr
13-03-2015,"Report: Twitter ad partner seeing ""big pick-up"" in Q1 ad spend $TWTR http://t.co/cfdeMYGntN"
18-03-2015,$TWTR on support.... Watch &amp; Listen to Rockin' Robin by Michael Jackson #nowplayin http://t.co/L72plODRDp
07-03-2015,"Don't believe $TWTR's hyped origin spin, i.e., ""Oh we admired birds singing in the trees"" BS. Here's the real origin: http://t.co/rvDwihzBgk"
18-03-2015,"A Media '#Pangea' Is Teaming Up Against Facebook, Google, Twitter &amp; LinkedIn $FB $GOOG $GOOGL $TWTR $LNKD http://t.co/hyvFAAMR7e"
18-03-2015,$GOOG $AAPL $TWTR Tuesday Recap - Update from Option Millionaires - Stock Options Chatroom Stocks fell early and r... http://t.co/AoadBZJSVG
04-03-2015,Twitter launches friend-finding and two-factor verification for Digits -… http://t.co/X9yOJgd8al #Twitter • $TWTR http://t.co/6lMEbsQHve
17-03-2015,Lurking may become newest form of flattery turning social on its head. You have to be a professional at it.  $TWTR?? http://t.co/DweJjCPeQb
20-03-2015,"$TWTR took a payday first green day, first rung of the ladder just shy of +2% profit on this group of shares. Holding most"
15-03-2015,"#AskHamas backfires badly on Twitter, meant to draw support $TWTR http://t.co/8HCyuR9FnE http://t.co/xNkbMHWrjQ"
07-03-2015,"#Thedress used for good, now in women's violence awareness campaign $FB, $TWTR http://t.co/ZFxzst6UDe http://t.co/rGfJ3rZ5TK"
11-03-2015,The first screenshots of #@steam_games's #Source2 engine look incredible $TWTR http://t.co/fsRHKDIphp http://t.co/s0AyBEInjF
15-03-2015,I'll have to give some thought about who'll inherit my $TWTR account. It can't just die with me. Perpetuity is sexy. Right?
05-03-2015,Actives on open @CBOE: $AAPL $AA $AMZN $TWTR $C $FB $TSLA $COST $GILD $ALTR $C $CSIQ
18-03-2015,Filled some $45/$43 $TWTR Put Ratios (reload) for a net credit… rally won't hurt me… a collapse would be trouble.
10-03-2015,Canaccord Met With Twitter Management: Here's What Happened:  Canaccord commented on Twitter Inc (NYSE:... http://t.co/HHGOFCPeBr $twtr
07-03-2015,$TWTR As You've NEVER Seen It: Growth vs Implied Vol  Chart -&gt; http://t.co/3WO7QmyweG    $FB $AAPL $LNKD $AMZN $BABA http://t.co/BzUHihp3kQ
20-03-2015,$TWTR bubbling under $50 for a while now - will it break thru today?
20-03-2015,TODAY'S WISEGUY FLOW &amp; UNUSUAL ACTIVITY:  http://t.co/oW3EXH5wSh $FB $TWTR $MRK $SBGI $EMN $ZIOP $SPY
03-03-2015,Why is ISIS threatening Twitter employees with 'lions'? - Christian Science… http://t.co/4RWz0so745 #Twitter • $TWTR http://t.co/sHX4kIbNPk
21-03-2015,Which airlines do best on Facebook and Twitter? - USA TODAY http://t.co/pabOlZfE9x #Twitter • $TWTR http://t.co/E4PRNFY7wb
17-03-2015,#IBM Introduces #Twitter -Fueled Data Services for Business $IBM $TWTR : NYT .... http://t.co/aWBNbyszEE
12-03-2015,"$TWTR triggered stops below 46 (again), and rejected the much watched earnings gap fill. We see 50 soon. http://t.co/zG8lUgveQE"
12-03-2015,So ... today's outage is going to cost Apple $AAPL about $12B in mkt cap or less than half a Twitter $TWTR
17-03-2015,$GOOG $AAPL $TWTR Tuesday Morning Market Video – $SPY $QQQ $IWM $USO $FB $TWTR $GOOGL $TSLA http://t.co/dZQAFWWwQZ
03-03-2015,Early #SteamVR impressions has people saying it's 'utterly phenomenal' #GDC15 $TWTR http://t.co/CPsFyVEeZx http://t.co/guVx1yNWF1
21-03-2015,Here's Why We Changed Twitter's Price Estimate To $49.30 http://t.co/GfrxW9ySI0 by Trefis Team $TWTR $FB $LNKD
07-03-2015,"@MParekh Michael - Everything is social now and in markets $TWTR FB LNKD etc, what do you see as next wave after social?"
13-03-2015,"Hey Twitter, Killing Anonymity's a Dumb Way to Fight Trolls - Wired http://t.co/I3Ozr0ZRZT #Twitter • $TWTR http://t.co/aLQy3wzOOn"
18-03-2015,Where $TWTR's revenues come from. Sustainable? You decide. #appconomy http://t.co/DEEYdCipiy
17-03-2015,SHORT Seller Alert $TWTR - TWITTER INC #ShortSeller #Stocks ~ via #AlertTrade
03-03-2015,#PreMarket Prep For The Week Of March 2: Gene Munster Answers Your Questions On Friday:  #PreMarket Pre... http://t.co/eCJEcgodig $twtr
20-03-2015,$TWTR looks like a value stock to me.. i see value anyway. #stocks #fundies #quants #getAOM http://t.co/36EhLaDilf http://t.co/tgrD3jmOTS
17-03-2015,"Who Is Natalia Kills? Ex-'Factor' Host Slammed By Ed Sheeran, Ellie… http://t.co/okMSq4RVkW #Twitter • $TWTR http://t.co/lchyUQ15NK"
05-03-2015,Next set of classes start SOON.. now's the time to BECOME CONSISTENT and PROFITABLE!   http://t.co/fLkbU7wWis  $SPY $FB $TWTR $QQQ
05-03-2015,Join me at 8:35AM ET I'll be live on the @Benzinga pre-market radio show. You can tune in here http://t.co/mfKPOT3agm $AAPL $BABA $TWTR $SPY
07-03-2015,$GOOG $AAPL $TWTR Live Webinar: Analyzing Option Action – Monday March 9th 11am http://t.co/OofsKcHvkm
04-03-2015,Twitter stock is hanging in the green while $FB hovers below prior LOD. $TWTR $FB
01-03-2015,Trading Themes (video) http://t.co/PzW6SmtFAw $CYBR $TWTR $NFLX $AMZN $STUDY
05-03-2015,@howardlindzon $TWTR Typical reaction when price reaches 1st Target zone in ABC Bullish pattern http://t.co/AaFb4plsUA
16-03-2015,Verified Users A Potential Revenue Source For Twitter:  Pacific Crest issued a report on Twitter Inc (N... http://t.co/Krlfs6V5Bt $twtr
17-03-2015,Get @jimcramer's answers to your @twitter questions @TheStreetTV! He talks $TWTR $GPRO $LUV &amp; more: http://t.co/IW7s1CbiOd #fb
13-03-2015,Why Twitter Is Becoming A 'Must Buy' For Advertisers http://t.co/RElpVYc9ob #IBDNews via @IBDinvestors  $TWTR $FB Good job @twitter :-)
03-03-2015,"Commented on StockTwits: *Update* $TWTR (1m) continuing its InvHS pattern, targets http://t.co/T6asEWpeNK http://t.co/UgVg3OQPd6"
03-03-2015,Early #SteamVR impressions has people saying it's 'utterly phenomenal' #GDC15 $TWTR http://t.co/q7LXsXT0ij http://t.co/0A9B4SDn7k
10-03-2015,"RT @EVplusEV: ""@ACInvestorBlog $TWTR Financial Times: Twitter targets China with HK office http://t.co/WruWDDBeiv"". @benzingajoe"
18-03-2015,$TWTR if weekly bull flag fires and gets over down TL nice consolidation under and goes next couple weeks MM is about 60 (pausing at 50&amp;56)
18-03-2015,IBM launches cloud-based Twitter analytics services http://t.co/2hYxKhGBmG $TWTR $IBM
12-03-2015,"Whoa. Republicans &amp; Iranians swiping left (or should it be right?) on $twtr https://t.co/Jnn9IYlnJw embeds too. Next up, group DMs."
12-03-2015,Internet Stock ETFs Could Gain Momentum This Year http://t.co/4mZEDGkqBa #ETF #tech #technology $GOOGL $AMZN $LNKD $TWTR $PNQI $FDN $HACK
16-03-2015,".@TeslaMotors teases software update that will end range anxiety for #ModelS $TSLA, $TWTR http://t.co/3NjzfNqi1z http://t.co/Lq0Zu1uFBC"
04-03-2015,RT @jbruin: Twitter has syndicated audience of 700M monthly people. First time reveal from @anthonynoto $TWTR
03-03-2015,"Insider Buys And Sells: Sprint, Graham Holdings http://t.co/k59eM6axU2 $S $CRR $MDGN $DD $MRC $GHC $RAX $TWTR $LEA $PPG"
02-03-2015,Weekend Review VIDEO $SPY $IWM $QQQ $AAPL $AMZN $BABA $BIDU $CRM $FB $TWTR $FEYE $CYBR $GOOGL $MNST $NFLX $PCLN $TSLA http://t.co/Oct7w3W70r
20-03-2015,Stocks our traders are trading: $ESPR $AXN $TWTR $FEYE $ORCL
20-03-2015,"Stocks to keep an eye on March 20, 2015 http://t.co/7EozWNYKFA $EXXI $NKE $TWTR $VRNG"
15-03-2015,RT @DTradingAcademy: Europe: More Economic Trouble in 2015 http://t.co/3UrqcVukSo $FB $TWTR $LNKD http://t.co/40Nd4fgSr1
04-03-2015,@rushtonjdr selling all my $twtr for more $juno was a ballsy move that's now up 20% while Twitter hasn't budged :-)
12-03-2015,"Clarification: Alibaba $BABA plans investment in SnapChat at $15B valuation - Bloomberg reports. Related: $FB, $TWTR ~ via @AlertTrade"
03-03-2015,#Twitter launches embeddable video $TWTR - Mashable - http://t.co/Oax85IkNQt
04-03-2015,@The_Real_Fly  $HOV $GTIM $FB $TWTR &amp; The_Real_Fly
20-03-2015,Trade Ideas For Friday | Momentum Trading with RaginCajun http://t.co/6vZQl7OGeh $TWTR $UAL $WYNN $ANF $LNKD $JWN
17-03-2015,St. Patty's day lineup: @toddgordontrade @racernic @ReconKevin &amp; myself covering $BABA $TWTR $GWPH $NFLX $DSW: http://t.co/CQpZA8PLzg
10-03-2015,$TWTR - MEERKAT streams increased 100% in 1 day.  http://t.co/jhaBcJL6mU brings attention to twitter (good) and periscope deal?
06-03-2015,Actives on open @CBOE: $AAPL $YY $TWTR $C $FB $TSLA $MNKD $BIDU
12-03-2015,"@TheStreetTV @JimCramer Now Up on  Real Money Pro: ""How Tweet It Is""  $TWTR   https://t.co/EAKNPG79BM"
14-03-2015,#Snapchat Execs Disappearing As Fast As Its Messages http://t.co/GVd8giJnF9 #IBDNews/ via @IBDinvestors  $FB $GOOGL $BABA $DIS $TWTR
18-03-2015,$TWTR was a huge one last May was over 500M .. &amp; for $BABA the real big one is in Sept.. 64%+ of shares unlocked then @ThomasWReeves
19-03-2015,Here's Why WhatsApp Can Become A Multi-Billion Dollar Business For Facebook http://t.co/VXJeMkgSq6 by Trefis Team $FB $TWTR $LNKD
20-03-2015,RT @OphirGottlieb: $TWTR $FB $LNKD in One Visual in 9 Dimensions http://t.co/HLUZIdNGfQ”
20-03-2015,March Madness Means Twitter Madness -- but Will It Attract New Users? $TWTR http://t.co/3KJhTZEB99 http://t.co/EQfpXFUCWV
09-03-2015,Actives on open @ CBOE: $AAPL $AA $TSLA $FB $TWTR $AMZN $X $GILD $NFLX $C
03-03-2015,Setups for Tuesday http://t.co/giZpQBIlDC other stocks to watch $AAPL $BBRY $FB $TWTR $AMZN $NBG $BLDP $AMD $X $AKS $STX $TASR $ONCY $ARUN
04-03-2015,"A smart IPO ETF....IPOs Struggling, but IPO ETF Endures | ETF Trends $IPO $IPOS $TWTR… http://t.co/uH27FPihH8 via http://t.co/VS8RO1bzXJ"
05-03-2015,Chris Brown &amp; Chrissy Teigen Feuding? She Reacts After He Blocks Her On ...… http://t.co/fl5z8t3Hu7 #Twitter • $TWTR http://t.co/HP8VAFx1Pe
09-03-2015,RT @wlstcom: Twitter's stock rallies after J.P. Morgan analyst's upbeat note $TWTR $wlst http://t.co/ITbhFtahDF http://t.co/F98NBaL7KM
14-03-2015,$GOOG $AAPL $TWTR Friday Focus – The FED’s Next Step – Prudence http://t.co/QJ1T4N49RO
17-03-2015,Chart.  $TWTR.  I could snarky here w/ price action as I do believe the company made a so-paux with #meerkat. [ https://t.co/S6EkV0I93U ]
04-03-2015,RT @EVplusEV: @The_Real_Fly $TWTR
13-03-2015,RT @howardlindzon: Market valuing  Twitter without Periscope. My gut is Periscope a monster based on my #meerkat #Pericope use so far (long…
12-03-2015,Alibaba $BABA plans $15B investment in SnapChat - Bloomberg $FB $TWTR ~ via @AlertTrade
10-03-2015,"Umm iWhatevers are easy to hack...just right click on any $TWTR, $FB, or Instagram photo and you'll get a treasure trove of info. CIA #FAIL"
11-03-2015,"Stocks to keep an eye on March 11, 2015 http://t.co/D2LreTAuXm $ARNA $CYTX $LLL $OLED $TWTR $VHC $WBA"
21-03-2015,I was on Fox Business yesterday talking social media stocks. No nonsense straight to the point http://t.co/Q0b2jpeoyP $SOCL $FB $TCEHY $TWTR
13-03-2015,Actives on open @CBOE: $AAPL $TSLA $TWTR $INTC $CTL $CRM $FB $GOOG $AMZN $PBR
17-03-2015,"Facebook, Twitter -- And A Tussle At #SXSW Over First Amendment http://t.co/6ykMCeszRm via @forbes $FB $TWTR #freespeech"
20-03-2015,Actives on open @ CBOE: $AAPL $CELG $TWTR $FB $TSLA $AMZN $HON $NFLX $CRM $BIDU
01-03-2015,@BoredElonMusk @adholden omfg i better sell my share of $TWTR
10-03-2015,Actives on open @ CBOE: $AAPL $NFLX $TWTR $TSLA $C $FSLR $F $AMZN $PBR $MCD
10-03-2015,Dzhokhar Tsarnaev's Twitter accounts - Boston Globe (subscription) http://t.co/DUbmRRbVS8 #Twitter • $TWTR http://t.co/hAY8155fx7
10-03-2015,Actives on open @CBOE: $AAPL $NFLX $TWTR $TSLA $C $FSLR $F $AMZN $PBR $MCD
03-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqReM0tj #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 476
18-03-2015,Actives on open @ CBOE: $AAPL $GDP $TWTR $WMT $MU $TSLA $KO $FB $ADBE $HD
12-03-2015,Actives on open @CBOE: $AAPL $C $PBR $POT $MRVL $AMAT $MSFT $TSLA $X $TWTR
19-03-2015,"$BABA this lockup was 300M shares, the NEXT one in September apparently is the big one (billions), caparison to $TWTR and $FB lockup exp."
13-03-2015,RT @TheStreetTV: .@JimCramer and @DougKass agree: Twitter is full of opportunities http://t.co/MqkkpLgmNl $TWTR http://t.co/wREM3Eynei
18-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqReM0tj #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 248
20-03-2015,$GOOG $AAPL $TWTR Friday Morning Reads - Update from Option Millionaires - Stock Options Chatroom Stocks are back ... http://t.co/JcSMv6BvIG
11-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqRf3BRT #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 470
20-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqReM0tj #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 256
13-03-2015,$GOOG $AAPL $TWTR Thursday Recap 3/12/15 - Update from Option Millionaires - Stock Options Chatroom You know the m... http://t.co/rDJPZut83r
19-03-2015,Actives on open @ CBOE: $AAPL $TSLA $CELG $FB $RAD $FOLD $CVX $TWTR $NFLX $WYNN
16-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqReM0tj #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 76
11-03-2015,"noticing lot of $GOOGL ads lately on Twitter time line for (Google Adwords, Youtube and Google Cloud) &amp; other co’s too  .. $TWTR —"
15-03-2015,"In Spite Of Valuation Concerns, Could There Be Greener Pastures Ahead For SOCL? http://t.co/iYAJXXzzkl $LNKD $TCEHY $TWTR $YELP $SOCL"
20-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqReM0tj #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 205
03-03-2015,$GOOG $AAPL $TWTR Tuesday Morning Reads 3/3/15 - Update from Option Millionaires - Stock Options Chatroom After a ... http://t.co/84Vsetd0so
03-03-2015,Actives on open @ CBOE: $AAPL $C $TWTR $VALE $AKS $TSLA $BABA $GOOG $KO $NFLX
08-03-2015,$ARUN $FSLR $TWTR $FEYE $SHLD $CAVM $PCLN $AKAM Stocks with Relative Strength &gt; 90 (last month) http://t.co/B70MTVtVhl
07-03-2015,$GOOG $AAPL $TWTR Friday Focus: It’s The Dollar Stupid - Update from Option Millionaires - Stock Options Chatroom ... http://t.co/YIux872BsX
04-03-2015,Actives on open @CBOE: $AAPL $AA $AMZN $CELG $MCD $SINA $TSLA $V $TWTR $PBR
20-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqReM0tj #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 245
03-03-2015,$GOOG $AAPL $TWTR Lumber Liquidated – $LL down over 20% After 60 Minutes Expose http://t.co/B4nmvKQQ1c
07-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqReM0tj #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 235
03-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqReM0tj #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 211
17-03-2015,$FB $TWTR $YELP These newly minted social media millionaires have no problem paying $8k per month apt rent in SF!    https://t.co/e30kEkOvyY
20-03-2015,$GOOG $AAPL $TWTR Friday Morning Market Video $WYNN $SPY $JPM $BIDU $DDD http://t.co/qjl8glgfXy
11-03-2015,$TWTR Chart: http://t.co/Npn7RGTTTU (I like it btn $43.04-$41.4 for OTM Put Sales or strikes. Below $45.80 is vulnerable to lower).
16-03-2015,"$GOOG $AAPL $TWTR  - Update from Option Millionaires - Stock Options Chatroom Futures are higher this morning, fol... http://t.co/gqZMsFiK0d"
19-03-2015,$GOOG $AAPL $TWTR Thursday Morning Reads - Update from Option Millionaires - Stock Options Chatroom Stocks ripped ... http://t.co/TzeWnfUzT0
10-03-2015,"""@TradingCommonSense: Alibaba Shareholders Bracing For First Major Lockup Expiration: http://t.co/2RXf6AlNOH $BABA $FB $TWTR"""
20-03-2015,"Metal Gear Solid creator Hideo Kojima has name removed from franchise $SNE, $KNM, $TWTR http://t.co/9x1Sx1aQGd http://t.co/T97GXddMhk"
12-03-2015,$GOOG $AAPL $TWTR Thursday Morning Market Video – $IWM $QQQ $SPY $TLT $USO $AAPL http://t.co/lRiFJDB7ff
02-03-2015,"@askartashtitov However, short term way overbought and I have written calls against all my $twtr"
20-03-2015,$GOOG $AAPL $TWTR Thursday Recap - Update from Option Millionaires - Stock Options Chatroom There was no currency ... http://t.co/dYO36WUrjf
16-03-2015,Some down stocks on my watch list $NFLX $WLL $LNKD $SLCA $AAPL $YELP $TWTR $FB
11-03-2015,"$GOOG $AAPL $TWTR March 11th, 2015 Watch List - Update from Option Millionaires - Stock Options Chatroom Markets s... http://t.co/i4cgx0ESks"
16-03-2015,"$GOOG $AAPL $TWTR Chatroom For Monday, March 16th, 2015 - Update from Option Millionaires - Stock Options Chatroom... http://t.co/ETUOA6bbMu"
15-03-2015,RT @craigbuj: interesting times for Meerkat + Twitter $TWTR http://t.co/jrvG9Tju9x http://t.co/fXZyTPypyo
11-03-2015,$TWTR received a new alert. Find out why at http://t.co/nZwqReM0tj #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 200
12-03-2015,"$GOOG $AAPL $TWTR March 12th, 2015 Watch List - Update from Option Millionaires - Stock Options Chatroom Markets t... http://t.co/TM5pSJD3tG"
20-03-2015,"$GOOG $AAPL $TWTR March 20th, 2015 Watch List - Update from Option Millionaires - Stock Options Chatroom Futures a... http://t.co/vSXQ9zMhnm"
03-03-2015,"Top stock lookups on http://t.co/dw39TKnsmw ysty: $AAPL, $LL, $BAC, $FB, $BABA, $GE, $C, $TSLA, $F, $IBM, $SPY, $GPRO, $XOM, $TWTR, $V"
18-03-2015,"$GOOG $AAPL $TWTR March 18th, 2015 Watch List - Update from Option Millionaires - Stock Options Chatroom Markets t... http://t.co/6b9wGhEwrY"
04-03-2015,"$GOOG $AAPL $TWTR March 4th, 2015 Watch List - Update from Option Millionaires - Stock Options Chatroom Markets fi... http://t.co/7PY10G1o0B"
13-03-2015,How much longer until $TWTR gets into the S&amp;P500? It took $FB 19 months from IPO while they've been public for 16 months.
09-03-2015,$GOOG $AAPL $TWTR Morning Watchlist - Update from Option Millionaires - Stock Options Chatroom Futures are pointin... http://t.co/wxs2ACSkAj
16-03-2015,$FB or $TWTR? $GOOG or $AMZN? Weigh in on Wall Street's best stocks in our Stock Market Madness! #marchmadness http://t.co/xGPMdxrGAQ
