firstpost_date,content
17-03-2015,Setups for Tuesday http://t.co/DScM57gBNT other stocks to watch $TWTR $FB $CLDX $KITE $STT $ABM $BAC $UA $MCO $BLK $KMX $STX $WDC $ABBV
20-03-2015,"RT @OphirGottlieb: Ladies and Gentlemen, This Now Exists: Release Tomorrow AM  Compare ANY Companies in 1/2 Second:  Ex: $TWTR vs $FB http:…"
13-03-2015,@HerbertRTarlicJ POS $TWTR is my up stock. We r fuked now. Get the emergency lube out. We will be needing it in a few hours..
20-03-2015,"RT @RaginCajun: $TWTR, watch a breakout out of this consolidation pattern on the weekly chart. The stock is flagging nicely here. http://t.…"
18-03-2015,"RT @timothysykes: Check out my new article in Businesweek http://t.co/3ltbCSMBhE they've definitely NEVER had a feature like this, enjoy it…"
17-03-2015,you are assuming they own $BABA much higher which they don’t .. same reasoning as why did people sel  $TWTR at big lockup ? @stocksage3
08-03-2015,"RT @timothysykes: The Best Video I've Ever Made http://t.co/MiLvmwxLah enjoy it $FB $TWTR $LNKD peeps, get inspired &amp; study your arses off!"
07-03-2015,RT @timothysykes: Special deal for my valued $TWTR peeps enjoy http://t.co/SqXgbdtICm &amp; http://t.co/SKdarBuL7k my bestselling book FOR FREE…
14-03-2015,@HerbertRTarlicJ I am counting on $AAPL  $TWTR to save my portfolio. #WCPGW with that strategy.
13-03-2015,@HerbertRTarlicJ I am down to 1 nad and can take a 3 year old girl on with my crying lately. No more $USO till I get $AAPL $TWTR done.
16-03-2015,"RT @JBoorstin: Biz Stone: ""The great thing about Twitter is that there's so much room to grow...like the world's Bloomberg terminal"" @biz $…"
17-03-2015,RT @TheStreetTech: Twitter Buys Video App Periscope but Is It Too Late to the Streaming Party? $TWTR http://t.co/cTZWnmbwSV http://t.co/nwm…
10-03-2015,"RT @vindugoel: Twitter might not be a window into the soul, but it does tell us what we like to watch on TV, @nielsen finds. $TWTR http://t…"
16-03-2015,@HerbertRTarlicJ Can U thump me in the head and tell me $TWTR is going to $50 again. I need some #TastyLemming training.
19-03-2015,RT @teddunne: Twitter + Watson: IBM Introduces Twitter-Fueled Data Services for Business #BigData http://t.co/br5FV7dzxS $IBM $TWTR
08-03-2015,"RT @timothysykes: The Best Video I've Ever Made http://t.co/MiLvmwxLah enjoy it $FB $TWTR $LNKD peeps, get inspired &amp; study your arses off!"
06-03-2015,RT @insidermonkey: $TWTR Unveils Partner Audience For Ad-Targeted Advertising http://t.co/SW79ANy5rg
06-03-2015,RT @Benzinga: #AskGeneMunster your questions on TODAY $AAPL $TWTR $FB $GOOG live @ 8:35 am ET http://t.co/46egcpPQxw http://t.co/D8K00dJGYx
07-03-2015,RT @timothysykes: Special deal for my valued $TWTR peeps enjoy http://t.co/SqXgbdtICm &amp; http://t.co/SKdarBuL7k my bestselling book FOR FREE…
06-03-2015,"RT @Benzinga: "" $TWTR is in a unique place because they are becoming branded around news flow."" Gene Munster on #PreMarket Prep http://t.co…"
05-03-2015,"RT @timothysykes: WATCH 5 new FREE videos on https://t.co/AcxSN7Z2HL the past 5 days, go watch &amp; enjoy $FB $TWTR $LNKD $STUDY"
10-03-2015,@HerbertRTarlicJ All my dogs are doing okay today. $TWTR $F $JNPR might scratch out a profit from these POS yet.
20-03-2015,RT @TradeIdeas1: @ACInvestorBlog #TradeIdeas Ai has been suggesting $TWTR going above $55 soon
13-03-2015,RT @2morrowknight: 6 #Twitter Metrics to Measure for Customer Service http://t.co/v5fgRJoonh #TwitterAnalytics $TWTR /@SimplyMeasured http:…
18-03-2015,"RT @TheStreetTech: Pinterest Picks Up $367 Million in Capital, Secures $11 Billion Valuation $TWTR http://t.co/BX6di6R464 http://t.co/IHaEY…"
04-03-2015,"RT @timothysykes: Happy http://t.co/fljCJN8USq guy Andrew123: I made $200 on $ONCY, starting to get the hang of this. Thanks Tim for the vi…"
20-03-2015,“@johnnyt74: @JustinPulitzer how does $twtr look for an entry? Thanks”&lt;~ Still below trend &amp; in range. http://t.co/lq09xNv1sr
11-03-2015,"RT @timothysykes: Whenever you feel overwhelmed by work/study, look through http://t.co/BlZoIOAItV &amp; http://t.co/QCH3DQJ3sG &amp; get motivated…"
04-03-2015,"RT @OpenOutcrier: RECAP: $TWTR got a quick pop early on chatter of $GOOG acquiring a 30% interest for $65, Market called BS and stock ended…"
20-03-2015,RT @profitly: NICE TRADER HOUSE! https://t.co/j8r0U5Idyf get inspired $FB $TWTR $LNKD you can have this too if you work &amp; study hard! #dail…
05-03-2015,"RT @TomiKilgore: Alibaba, GoPro, Twitter among some stock bubbles that have already popped http://t.co/dtlhIB5m6O $BABA, $GPRO, $TWTR http:…"
11-03-2015,"RT @timothysykes: Whenever you feel overwhelmed by work/study, look through http://t.co/BlZoIOAItV &amp; http://t.co/QCH3DQJ3sG &amp; get motivated…"
13-03-2015,"RT @profitly: The Next Superstar Trader? https://t.co/4m77oyQWkC you decide $FB $TWTR $LNKD he's already proven himself in one field, now o…"
19-03-2015,RT @greensboro_nc: Who's Winning The 2016 Race — On Facebook And Twitter? - NPR (blog) http://t.co/b5TiREZaZB #Twitter • $TWTR http://t.co/…
09-03-2015,RT @hertcapital: Select long ideas. $AYI $FB $FL $GRPN $LCI $LNKD $TWTR
07-03-2015,@JDR1024 Twitter shares have also been strong since end of January...outperformer in 2015 so far...question is can $TWTR keep momentum?
08-03-2015,"RT @timothysykes: Who's the next http://t.co/IYL0B2zJQd &amp; http://t.co/tgVqDSlWSE I'm very curious $FB $TWTR $LNKD peeps, who wants it the m…"
03-03-2015,"RT @profitly: Props to http://t.co/0RMLqAwVhP nailing $RESN long early today before big spike now $EYES short before big panic, congrats to…"
13-03-2015,RT @2morrowknight: 6 #Twitter Metrics to Measure for Customer Service http://t.co/v5fgRJoonh #TwitterAnalytics $TWTR /@SimplyMeasured http:…
04-03-2015,RT @tmcmill81: Hard to fathom another co. benefiting more from platform on Apple Watch than $TWTR. No app will deliver more relevant conten…
17-03-2015,RT @RichBTIG: SPOTTED: 1st time we've seen Apple's @AppStore advertising on @Twitter $TWTR - nice win @adambain http://t.co/SUQYcLMOkN
02-03-2015,"RT @profitly: Some AMAZING new blog posts from http://t.co/TBKSJSWiXD bloggers, let's see your watchlists $DIA $QQQ $SPY market thoughts $F…"
19-03-2015,RT @teddunne: Twitter + Watson: IBM Introduces Twitter-Fueled Data Services for Business #BigData http://t.co/br5FV7dzxS $IBM $TWTR
08-03-2015,RT @PRPOnline: @dickc @jack @delbius   Paid a bribe of $1500 to confirm you suspended @PaulReverePress for mass spam block. #tcot #ocra $tw…
08-03-2015,"RT @timothysykes: Who's the next http://t.co/IYL0B2zJQd &amp; http://t.co/tgVqDSlWSE I'm very curious $FB $TWTR $LNKD peeps, who wants it the m…"
21-03-2015,RT @timothysykes: AWESOME http://t.co/fljCJMRjtQ student trade PrematureTrilli: covered all my shares of $CNDO from 5.10 to 3.93 riding the…
04-03-2015,"RT @timothysykes: One http://t.co/e6WZUKD6Hd subscriber just banked $20,000+ on $EFUT patience pays off, friggin awesome mini $BABA yeahhhh…"
16-03-2015,"RT @profitly: Check out watchlists from dozens of top traders at http://t.co/TBKSJSWiXD enjoy it $FB $TWTR $LNKD peeps, get ready for the $…"
21-03-2015,RT @timothysykes: AWESOME http://t.co/fljCJMRjtQ student trade PrematureTrilli: covered all my shares of $CNDO from 5.10 to 3.93 riding the…
10-03-2015,"RT @brittanyumar: You asked, @jimcramer answered! Get answers on $AAPL in light of its big event, $TWTR $ABBV &amp; more: http://t.co/ZZevEghMC…"
11-03-2015,Whither @AppMeerkat? RT @cschweitz: Twitter has acquired live-video startup Periscope http://t.co/q26Ry2NJ7Y $TWTR
21-03-2015,@ScottyMarkets @MelissaAFrancis @foxbusiness $IBM partnership with $TWTR to mine for predictive analytics is goldmine IMHO. $SPLK also.
06-03-2015,".@grassosteve sounds ""right"" lately.  Thinking of letting go of $TWTR i scored at 38+ n' pick it back up later. (hold my 30+ 29+) #askfast"
16-03-2015,RT @timothysykes: Happy http://t.co/fljCJMRjtQ subscriber 10:44AM hamzeh2518:thank you Tim just mad $700.00 on $MVIS TOTALLY SELF-SUFFICIEN…
21-03-2015,RT @TheStreetTech: March Madness Means Twitter Madness -- but Will It Attract New Users? $TWTR http://t.co/3KJhTZEB99 http://t.co/EQfpXFUCWV
18-03-2015,@HerbertRTarlicJ I am being held up by $TWTR &amp; $AAPL gotta feel good about those powerhouse of stocks. #WCPGW with this picture.
17-03-2015,RT @RichBTIG: SPOTTED: 1st time we've seen Apple's @AppStore advertising on @Twitter $TWTR - nice win @adambain http://t.co/SUQYcLMOkN
20-03-2015,"“@junebc: @justinpulitzer I have $TWTR $50C ..I think I'm stuck”&lt;~Hard stock to play like that, Very choppy &amp; range bound. Prefer short Puts"
17-03-2015,"RT @GeorgeAnders: Facebook, Twitter -- And A Tussle At #SXSW Over First Amendment http://t.co/6ykMCeszRm via @forbes $FB $TWTR #freespeech"
11-03-2015,"RT @jonfortt: Meerkat CEO @benrbn tells me on @SquawkAlley he wouldn't sell to $TWTR or $FB for, as I put it, ""a couple billion dollars"""
16-03-2015,RT @timothysykes: Happy http://t.co/fljCJMRjtQ subscriber 10:44AM hamzeh2518:thank you Tim just mad $700.00 on $MVIS TOTALLY SELF-SUFFICIEN…
18-03-2015,@HerbertRTarlicJ How badly do U think we r fuking up the $TWTR algos. We r 13 year old pro futures traders who have proctology practice.
17-03-2015,"RT @timothysykes: 10 GREAT trading rules http://t.co/H8w1cp0mTt learn them $FB $TWTR $LNKD peeps, don't be the typical $DIA $SPY $QQQ trade…"
08-03-2015,"RT @2morrowknight: ""11 Tips for Job Seekers on #Twitter"" - Brand your bio - Diversify your tweets - Be engaging http://t.co/UCiMXadGPs #car…"
19-03-2015,RT @OphirGottlieb: Mega Tech (30) Free Cash Flow per Share - 1 $IBM 2 $GOOGL 4 $AAPL 29 $TWTR 30 $LNKD  All 30 -&gt; http://t.co/bxMPWgbH4y ht…
07-03-2015,RT @OphirGottlieb: $TWTR As You've NEVER Seen It: Growth vs Implied Vol  Chart -&gt; http://t.co/3WO7QmyweG    $FB $AAPL $LNKD $AMZN $BABA htt…
17-03-2015,"RT @timothysykes: 10 GREAT trading rules http://t.co/H8w1cp0mTt learn them $FB $TWTR $LNKD peeps, don't be the typical $DIA $SPY $QQQ trade…"
18-03-2015,@HerbertRTarlicJ $TWTR and $AAPL are tag teaming my $USO loss. Without $USO I would be a relatively profitable stock trader. #DumFukTrading
13-03-2015,RT @howardlindzon: Market valuing  Twitter without Periscope. My gut is Periscope a monster based on my #meerkat #Pericope use so far (long…
17-03-2015,RT @brittanyumar: Get @jimcramer's answers to your @twitter questions @TheStreetTV! He talks $TWTR $GPRO $LUV &amp; more: http://t.co/IW7s1CbiO…
03-03-2015,"@scarletfu @BloombergTV @business Charts misses the other ""PE"" bubble. When exits get hard, hldrs sell stocks like $BABA $TWTR $FB 4 cash"
16-03-2015,RT @CBOE: Actives on open @ CBOE: $AAPL $NFLX $TSLA $TRIP $TWTR $YOKU $LVS $FB $HPQ
11-03-2015,"RT @jonfortt: Meerkat CEO @benrbn tells me on @SquawkAlley he wouldn't sell to $TWTR or $FB for, as I put it, ""a couple billion dollars"""
11-03-2015,“@johnnyt74: @JustinPulitzer time to jump into $twtr here? Thanks”&lt;~ I think short $42-$43 put should work &amp; be easier to hold.
09-03-2015,RT @valuewalk: Prem Watsa: Massive Bubble In Private &amp; Public Tech Firms http://t.co/tVdlvVnPbl $TWTR $NFLX $YELP $LNKD $FB $CRM http://t.c…
12-03-2015,RT @CBOE: Option volume leaders @ CBOE: $AAPL $TSLA $TWTR $GILD $NFLX $PBR $AMZN $KO $MGM $C
13-03-2015,"RT @augieray: In 2014, NASDAQ beat social media stocks. Thus far in 2015, the same. NASDAQ ⇑4.2%; social portfolio ⇑1.0% (Best: $TWTR; Wors…"
02-03-2015,"The K Capital Stock Alerts Membership Giveaway (Worth Over $1,000) Winner Is... http://t.co/WeZLI5Vt0R $TWTR $AAPL $C"
02-03-2015,RT @thestockgeek: Trying some different strategies! http://t.co/Jjfl5MxkhE $AAPL $ECIG $HEMP $XLP $LUV $TVIX $UGAZ $MINE  $TWTR http://t.co…
04-03-2015,RT @TheRajBasu: 1/ He invested all his money in Twitter &amp; got a loan from assistant too. @sacca had double-digit % $TWTR stock @ IPO. http:…
19-03-2015,RT @cre8itol: #RaceTogether: Starbucks Gentrifies Neighborhoods http://t.co/dHn03vHI28 #IBDBlogs via @IBDinvestors $SBUX $TWTR $Z $DNKN $GC…
20-03-2015,RT @WallStJesus: TODAY'S WISEGUY FLOW &amp; UNUSUAL ACTIVITY:  http://t.co/oW3EXH5wSh $FB $TWTR $MRK $SBGI $EMN $ZIOP $SPY
20-03-2015,RT @RaginCajun: Trade Ideas For Friday | Momentum Trading with RaginCajun http://t.co/6vZQl7OGeh $TWTR $UAL $WYNN $ANF $LNKD $JWN
15-03-2015,"RT @hedgefundclone: $JPM @jpmorgan analyst Doug Anmuth a top ranked tech analyst just put a $67 Price Target on Twitter $TWTR, a 50% return…"
14-03-2015,"RT @augieray: $FB's market cap is 3.5x greater than Twitter &amp; LinkedIn combined. $TWTR or $LNKD market cap is 2x $GRPN, $YELP, $AWAY &amp; $ZNG…"
17-03-2015,RT @TripleDTrader: St. Patty's day lineup: @toddgordontrade @racernic @ReconKevin &amp; myself covering $BABA $TWTR $GWPH $NFLX $DSW: http://t.…
03-03-2015,RT @JustinPulitzer: Weekend Review VIDEO $SPY $IWM $QQQ $AAPL $AMZN $BABA $BIDU $CRM $FB $TWTR $FEYE $CYBR $GOOGL $MNST $NFLX $PCLN $TSLA h…
11-03-2015,"RT @TripleDTrader: Notable premarket imbalances: $BAC +725K, $MET +183K, $T +144K, $VZ +267K, $XOM +229K, $AA +111K, $TWTR -133K, $HPQ +104K"
10-03-2015,RT @TripleDTrader: $AAPL $NFLX $LL $QCOM $TWTR &amp; any requests on today's #PreMarket Prep w/@racernic @mocktrade @wealthofinfo @Spus &amp; I htt…
16-03-2015,"RT @2morrowknight: Every day retweet at least one new person to build relationships, meet new people, and share content. ~2K #twitter $TWTR"
03-03-2015,"RT @AWastler: Top stock lookups on http://t.co/dw39TKnsmw ysty: $AAPL, $LL, $BAC, $FB, $BABA, $GE, $C, $TSLA, $F, $IBM, $SPY, $GPRO, $XOM, …"
10-03-2015,Weekend VIDEO: $SPY $IWM $QQQ $TLT $XLF $IYR $AAPL $AMZN $BABA $YHOO $BIDU $CRM $FB $TWTR $GOOGL $NFLX $PCLN $TSLA http://t.co/GT8FjmSRWl
13-03-2015,RT @2morrowknight: Only 26% of small-business owners use #Twitter. Seven tips for doing so effectively: http://t.co/IT8fVWSEFk #smallbiz #s…
20-03-2015,"RT @2morrowknight: Twitter, LinkedIn, Pinterest and Instagram all saw high growth rates in 2014 http://t.co/b9Dyjkr5On $TWTR $LNKD $FB http…"
20-03-2015,$TWTR still needs above 50 to break out of post earnings consolidation and really rip higher http://t.co/N3rbbrfkJP
06-03-2015,$TWTR looks decent to me for more upside
15-03-2015,The Bullish Argument for $TWTR In One Stunning Chart  Chart --&gt; http://t.co/wde0nII9xm http://t.co/SxnSoybbTe
13-03-2015,Hi everyone! Just letting you know I'm back on $TWTR.  Started a new job @ TIAA-CREF on Feb 23rd.
20-03-2015,"$TWTR, don't give away your shares cheap, going to $50+ which will be the start of a whole new leg higher to all time highs"
06-03-2015,Keep an eye on $TWTR  acting jumpy
05-03-2015,$TWTR creeping back up
03-03-2015,$twtr. Soon 50 will be a distant memory.  Perhaps tomorrow. News is coming
17-03-2015,World &amp; industry leaders using $TWTR platform at NO cost to $TWTR for breaking news. Makes $TWTR must have account.Get in or get left behind
10-03-2015,Why I Think $TWTR Will Double http://t.co/EDD2WOYMBp
06-03-2015,$TWTR hanging in there
19-03-2015,"$TWTR almost green, getting some lift off the move in $FB"
18-03-2015,$TWTR Revenue and Valuation Trends http://t.co/DcczZI3rmb https://t.co/F0wbUGfN54
06-03-2015,Twitter and Acxiom expand data partnership to augment advertising targeting capabilities: http://t.co/PN995YVna7 $ACXM $TWTR
12-03-2015,$TWTR: Integration With Google Sets Up Twitter For A Strong 2015 http://t.co/vITtfaeRzK
13-03-2015,RT @mashable: #Twitter experiments with #TV Timelines http://t.co/Xvw8oEO1Um $TWTR
03-03-2015,"Surprise, more $TWTR buyout chatter - real surprise, no $YELP buyout chatter ~~"
03-03-2015,Twitter launches embeddable video $TWTR http://t.co/nNTkWCu9uF via @mashable
12-03-2015,$TWTR Twitter becoming major source of breaking business news: Selerity study http://t.co/Qi5laWJU6D
19-03-2015,$TWTR Stock Price vs. Revenue http://t.co/SCaxlcKLsi
20-03-2015,$TWTR $FB $LNKD in One Visual in 9 Dimensions http://t.co/II1VvMKkC8
03-03-2015,$TWTR beautiful hammer formation! If this confirms tmrw a classic reversal on cards.
03-03-2015,$twtr consolidating before breaking 50.00 a share
16-03-2015,$TWTR Revenue and Earnings Trends http://t.co/jezdbcs7YG https://t.co/QPHMhpNTHX
03-03-2015,"With 300 million users, Instagram is now bigger than Twitter. $TWTR $FB"
03-03-2015,$TWTR might be trying something here
17-03-2015,$TWTR initiated with a Buy at Brean Capital Target $61
20-03-2015,$TWTR Assets Trend http://t.co/6GaFEJ4oea https://t.co/cyZV5EWuMi
19-03-2015,I am also in $twtr.  It needs to clear $47.40 with authority for me to add
17-03-2015,"$TWTR Brean Capital Initiates Coverage on Twitter at Buy, Announces $61.00 PT #stocks #trading"
04-03-2015,Extremely excited about the $TWTR app 4 the upcoming $AAPL Watch. Below is a preview of what it will look like.  http://t.co/ENkjDMwFIV
04-03-2015,$TWTR on watch for breakout
01-03-2015,"The K Capital Stock Alerts Membership Giveaway (Worth Over $1,000) Winner Is... http://t.co/WeZLI5Vt0R $TWTR $AAPL $C"
02-03-2015,Twitter's plans for its massive data business #twitter #business #tech #bigdata #firehose #data #analytics $twtr http://t.co/Yyj61L7Tjc
20-03-2015,$TWTR Operating Margin Trend http://t.co/heMwDrWTvR https://t.co/cyZV5EWuMi
02-03-2015,$twtr going to $60 @jimcramer @carlquintanilla http://t.co/MNvF6VCBG9
05-03-2015,$TWTR--&gt; added rest of calls here http://t.co/FN14BFi8Mw
19-03-2015,"""Visitors are the Future of Twitter's Growth"" $TWTR; see http://t.co/iDvRyYfTOJ"
19-03-2015,$TWTR my video analysis from earlier this week http://t.co/8QuO4ThzOA
17-03-2015,$TWTR Book Value... Contrary to Popular opinion.. It Is at a Record High http://t.co/iVAg9suDfv
20-03-2015,The $TWTR gods are speaking @TheTweetOfGod
19-03-2015,$TWTR wants to take back $50
07-03-2015,Instagram Passes Twitter In Social Media Ranking: http://t.co/r5Oa5lR2sF $FB $TWTR http://t.co/PcE6p9992s
03-03-2015,$TWTR on the voodoo pullback today...didn't quite get to the 20-dma which is probably constructive...
19-03-2015,$TWTR everything about this chart is bullish  Screaming buy
03-03-2015,$twtr initiated at a Buy with $60 price target.  http://t.co/2kQAgopecU
17-03-2015,The Impact Of Plunging Oil Prices On The International Economy In 2015 http://t.co/VOAnyBaOwZ $FB $TWTR $LNKD http://t.co/xoRbIgFFhA
12-03-2015,$TWTR Apple Buys Up Twitter's Ad Space to Launch Its Watch and Fend Off Rivals http://t.co/IMjPZAwRcX
14-03-2015,Twitter Testing New TV Timelines Feature To Boost Engagement http://t.co/Y5lgJ5ZWqg $TWTR http://t.co/6N5u1SQ1KC
04-03-2015,SWOT Analysis for Twitter $TWTR http://t.co/KWCxhwkrVV
13-03-2015,"NOWWWW the Street, etc. is bullish on $TWTR. smh"
19-03-2015,"As I wrote in last night's Gilmo Report, $TWTR in position for a pocket pivot...working on that today so far..."
13-03-2015,If you're bullish on $TWTR please share this article with your friends on social media. http://t.co/ajz8KzAmzE
18-03-2015,"I don't have a degree in economics, 50 years of trading experience, or a fancy website. Just a guy on $TWTR who appreciates the dialogue :)"
15-03-2015,$TWTR:  Your app went viral at SXSW. Good luck with that:  http://t.co/SRpZbKsftr
